17_OD_mgl_02,18_PH,50_Condutivida_de_Eletrica_us_cm_a_20c,13_Nitratos_mgl_n),46_Coliformes_Fecais_nmp_100ml,47_Coliformes_Totais_nmp_100ml,7_DBO_mgl_02)
6.9,6.9,,0.3,160000.0,,2.0
5.0,8.0,,1.34,160000.0,,12.0
5.5,7.0,,0.26,160000.0,,18.0
4.0,6.9,,0.35,160000.0,,29.0
6.2,7.5,76.2,0.47,17000.0,90000.0,3.0
6.3,7.5,159.0,0.8,160000.0,160000.0,10.0
6.6,7.2,132.0,0.32,160000.0,160000.0,5.0
6.0,7.4,131.0,0.34,160000.0,160000.0,7.0
6.2,7.5,,0.47,17000.0,,3.0
6.3,7.5,,0.8,160000.0,,10.0
6.6,7.2,,0.32,90000.0,,5.0
6.0,7.4,,0.34,160000.0,,7.0
6.7,7.4,,0.24,90000.0,,3.0
6.8,6.9,,0.49,160000.0,,8.0
6.0,6.9,,0.08,160000.0,,13.0
5.4,7.2,,0.11,160000.0,,8.0
6.3,7.5,,0.11,160000.0,,14.0
6.3,7.4,,0.43,160000.0,,10.0
6.6,7.1,,0.41,50000.0,,15.0
5.5,7.3,,0.07,160000.0,,17.0
7.5,7.0,,0.89,160000.0,,11.0
7.5,7.0,,0.89,160000.0,,11.0
7.5,7.0,,0.89,160000.0,,11.0
7.5,7.0,,0.89,160000.0,,11.0
6.0,6.8,,0.29,,,6.0
7.3,6.8,,0.18,,,5.0
7.1,6.9,,0.07,,,7.0
4.3,6.9,,0.06,,,10.0
6.0,6.8,,0.29,160000.0,,6.0
7.3,6.8,,0.18,30000.0,,5.0
7.1,6.9,,0.07,160000.0,,7.0
4.3,6.9,,0.06,160000.0,,10.0
7.1,6.6,,0.0,30000.0,,7.0
6.8,7.1,,0.0,50000.0,,3.6
6.2,6.8,,0.0,160000.0,,3.3
7.4,6.6,,0.0,90000.0,,3.5
7.0,6.8,,0.0,160000.0,,7.3
6.5,7.0,,0.0,160000.0,,9.0
6.9,6.8,,0.0,160000.0,,12.0
5.0,6.8,,0.0,160000.0,,15.0
5.1,7.0,,0.0,17000.0,,8.5
6.2,6.8,,0.0,17000.0,,7.9
6.5,6.6,,0.0,160000.0,,6.2
7.2,7.5,,0.0,22000.0,,4.2
6.6,7.4,,0.47,2800.0,,7.0
6.6,6.8,,0.57,22000.0,,5.8
6.0,6.5,,0.42,2300.0,,9.4
6.0,6.6,,0.28,160000.0,,4.9
4.9,,,1.27,,24196.0,15.0
5.3,,,0.98,,241960.0,7.8
4.7,,,1.44,,241960.0,24.0
5.6,,,1.61,,241960.0,2.0
5.0,,,0.96,,241960.0,11.0
6.8,,,0.82,,241960.0,5.0
5.4,7.1,,0.88,,24196.0,18.0
3.0,6.5,,0.89,,24196.0,12.0
4.0,7.4,408.0,0.83,,24196.0,
6.3,7.5,213.0,1.58,,24196.0,
4.7,6.5,,1.38,,24196.0,11.0
6.0,7.0,,1.45,,24196.0,23.0
7.1,6.2,,0.18,,24196.0,2.4
7.4,6.7,,1.35,,24196.0,2.7
1.2,6.5,,0.01,400.0,,7.0
0.6,6.8,,0.01,900.0,,3.0
3.3,6.9,,0.04,7000.0,,2.0
2.3,6.1,,0.01,0.0,,31.0
2.5,7.0,,0.03,230.0,,2.0
0.7,6.5,,0.05,24000.0,,22.0
5.7,7.0,,0.15,110.0,,2.0
5.5,7.7,,0.02,1300.0,,2.0
4.2,7.0,,0.11,2300.0,,3.0
7.3,6.6,,0.08,0.0,,3.0
7.7,6.9,,0.04,800.0,,3.0
5.2,6.8,,0.04,1700.0,,2.0
4.1,6.8,,0.09,2200.0,,2.0
5.3,6.5,,0.0,5000.0,,2.0
5.4,6.8,,0.0,170.0,,2.1
4.1,6.6,,0.0,1700.0,,41.0
4.9,7.2,,0.0,1100.0,,2.1
5.6,7.0,,0.27,22000.0,,2.0
5.9,7.0,,0.48,90000.0,,2.8
6.2,7.2,,0.09,5000.0,,2.4
4.2,6.3,,0.15,17000.0,,2.0
7.5,,,0.52,,24195.7,2.0
6.5,,,0.41,,24196.0,2.1
6.4,7.5,,0.33,230.0,,9.0
6.2,8.2,,0.13,3000.0,,11.0
6.2,7.7,,0.12,5000.0,,3.0
6.3,7.3,,0.01,500.0,,11.0
6.1,7.2,,0.28,300.0,,8.0
4.8,7.9,,0.03,3000.0,,17.0
5.9,7.8,,0.14,700.0,,9.0
6.1,8.3,,0.0,13000.0,,11.0
6.1,7.6,,0.0,30000.0,,6.4
4.1,7.5,,0.0,160000.0,,80.0
5.3,7.7,,0.0,160000.0,,11.0
6.7,7.9,,0.16,11000.0,,5.5
7.0,7.8,,0.08,30.0,,4.1
5.6,7.5,,0.58,0.0,,9.1
6.9,6.9,,0.16,0.0,,4.4
6.9,,,0.07,,24196.0,8.0
6.3,,,0.14,,24196.0,5.9
6.9,,,0.47,,24196.0,15.0
6.6,,,0.26,,24196.0,9.0
6.3,,,0.91,,24196.0,12.4
7.6,,,0.31,,24196.0,8.5
3.1,7.9,,0.03,9999.0,,24.0
1.8,7.6,414.0,0.08,160.0,160.0,78.0
3.1,6.0,308.2,0.42,160.0,160.0,15.0
0.7,7.4,533.0,0.01,160.0,160.0,61.0
4.2,7.8,334.0,0.01,160.0,160.0,28.0
3.4,7.8,449.0,0.15,80.0,110.0,25.0
3.9,7.2,418.0,0.01,1700.0,30.0,73.0
2.5,7.0,449.0,0.01,160.0,160.0,85.0
3.1,7.6,571.0,14.2,160.0,160.0,52.0
2.2,7.5,431.0,0.09,17.0,160.0,43.0
1.3,7.3,443.9,0.16,160000.0,160000.0,51.0
1.7,7.0,519.4,0.02,160000.0,160000.0,21.0
3.0,8.5,419.9,0.21,140.0,350.0,26.0
5.9,7.6,245.4,0.38,17000.0,28000.0,31.0
1.5,7.18,412.1,0.01,160000.0,160000.0,34.0
4.6,7.61,417.5,0.86,160000.0,160000.0,62.0
4.0,7.49,402.0,0.18,160000.0,160000.0,49.0
1.5,7.18,,0.01,160000.0,,34.0
5.9,7.6,,0.38,17000.0,,31.0
4.6,7.61,,0.86,160000.0,,62.0
4.0,7.49,,0.18,160000.0,,49.0
6.0,7.59,257.0,0.71,160000.0,160000.0,15.0
0.7,7.23,484.0,0.03,160000.0,160000.0,81.0
0.5,6.81,615.0,0.01,160000.0,160000.0,134.0
4.8,7.32,366.0,0.51,160000.0,160000.0,37.0
6.0,7.59,,0.71,160000.0,,15.0
0.7,7.23,,0.03,160000.0,,81.0
0.5,6.81,,0.01,160000.0,,134.0
4.8,7.32,,0.51,160000.0,,37.0
6.7,7.5,254.0,0.88,160000.0,160000.0,17.0
1.3,7.2,404.0,0.25,160000.0,160000.0,25.0
1.3,7.2,436.0,0.01,160000.0,160000.0,68.0
0.5,7.0,575.0,0.02,160000.0,160000.0,93.0
6.7,7.5,,0.88,160000.0,,17.0
1.3,7.2,,0.25,160000.0,,25.0
1.3,7.2,,0.01,160000.0,,68.0
0.5,7.0,,0.02,160000.0,,93.0
2.5,7.6,355.0,0.18,160000.0,160000.0,13.0
3.3,7.5,395.0,0.15,160000.0,160000.0,19.0
3.2,7.7,426.0,0.24,160000.0,160000.0,30.0
5.2,7.7,376.0,0.45,160000.0,160000.0,19.0
2.5,7.6,,0.18,160000.0,,13.0
3.3,7.5,,0.15,160000.0,,19.0
3.2,7.7,,0.24,160000.0,,30.0
5.2,7.7,,0.45,160000.0,,19.0
4.5,7.7,,0.63,50000.0,,22.0
1.6,7.0,,0.06,160000.0,,46.0
0.7,6.9,,0.01,170.0,,135.0
1.0,7.3,,0.1,160000.0,,63.0
0.5,7.2,,0.07,160000.0,,51.0
4.3,7.5,,0.41,160000.0,,18.0
0.5,7.4,,0.03,160000.0,,68.0
0.5,7.3,,0.0,160000.0,,47.0
7.5,7.0,,0.89,160000.0,,11.0
7.5,7.0,,0.89,160000.0,,11.0
7.5,7.0,,0.89,160000.0,,11.0
7.5,7.0,,0.89,160000.0,,11.0
3.9,6.9,,0.21,,,16.0
4.9,7.2,,0.26,,,31.0
0.7,6.9,,0.06,,,20.0
0.5,6.8,,0.01,,,33.0
3.9,6.9,,0.21,160000.0,,16.0
4.9,7.2,,0.26,160000.0,,31.0
0.7,6.9,,0.06,160000.0,,20.0
0.5,6.8,,0.01,160000.0,,33.0
4.6,6.8,,0.0,160000.0,,16.0
1.9,6.9,,0.0,160000.0,,9.6
0.9,7.0,,0.0,160000.0,,38.0
1.3,6.9,,0.0,90000.0,,22.0
4.3,7.7,,0.73,7000.0,,9.6
2.8,7.0,,1.13,17000.0,,13.0
1.0,6.8,,0.03,14000.0,,27.0
1.5,6.9,,0.02,160000.0,,32.0
2.7,,,1.41,,241960.0,31.0
6.0,,,1.88,,241960.0,14.0
0.9,6.8,,0.59,,24196.0,31.0
1.7,7.5,,0.59,,24196.0,43.0
3.8,7.2,564.0,2.44,,24196.0,
3.7,7.6,653.0,1.23,,24196.0,
1.6,7.1,,1.02,,24196.0,24.0
5.9,7.2,,2.33,,24196.0,50.0
6.5,6.5,,1.47,,24196.0,25.0
4.6,7.3,,2.61,,24196.0,13.0
1.0,,,0.78,,241960.0,62.0
6.0,,,1.91,,241960.0,6.7
7.0,7.3,,0.0,160000.0,,11.0
6.4,7.2,,0.0,50000.0,,9.8
6.2,7.2,,0.0,160000.0,,28.0
4.5,7.4,,0.0,160000.0,,33.0
6.5,7.9,,0.41,90.0,,7.7
6.5,7.2,,0.24,50000.0,,12.0
5.5,6.9,,0.14,1100.0,,40.0
5.9,7.1,,0.06,160000.0,,11.0
6.2,,,1.71,,241960.0,23.5
7.6,,,1.36,,241960.0,6.6
6.8,6.7,,0.0,22000.0,,2.0
7.8,7.0,,0.0,7000.0,,2.0
8.0,6.9,,0.0,900.0,,3.1
5.7,6.9,,0.0,5000.0,,2.0
7.0,7.5,,0.08,170.0,,2.0
7.6,7.1,,0.15,170.0,,2.0
7.2,7.5,,0.09,40.0,,2.0
7.6,7.1,,0.02,5000.0,,2.0
7.2,,,0.67,,24196.0,2.0
7.1,,,0.39,,11198.0,2.5
5.9,6.9,,0.0,160000.0,,13.0
5.6,6.9,,0.0,50000.0,,22.0
6.3,6.8,,0.0,2200.0,,7.7
4.0,6.9,,0.0,1300.0,,6.2
5.6,7.2,,0.26,140.0,,6.8
6.2,7.1,,0.5,140.0,,3.6
6.1,7.4,,0.55,30.0,,4.5
5.4,6.9,,0.46,160000.0,,7.9
6.4,,,0.72,,241960.0,8.9
5.3,,,1.19,,155312.0,2.0
6.6,7.6,,0.0,160000.0,,16.0
6.0,7.4,,0.0,160000.0,,78.0
6.5,7.4,,0.0,160000.0,,84.0
5.9,7.5,,0.0,160000.0,,19.0
6.4,7.8,,0.13,350.0,,18.0
6.8,7.6,,0.55,350.0,,13.0
5.8,7.8,,0.58,23.0,,51.0
6.6,7.4,,0.77,160000.0,,2.0
5.5,,,0.66,,241960.0,92.2
6.6,,,0.84,,241960.0,37.0
7.3,7.6,,0.22,,24196.0,49.0
6.8,7.6,,2.88,,24196.0,81.0
7.3,7.9,471.0,1.94,,24196.0,
6.6,7.5,506.0,0.48,,24196.0,
6.5,7.5,,1.49,,24196.0,44.0
5.1,7.0,,0.83,,24196.0,34.0
4.9,6.8,,1.66,,24196.0,28.0
7.3,7.6,,2.46,,24196.0,17.0
4.3,7.5,,0.01,110.0,,2.0
4.9,6.7,,0.34,30000.0,,2.0
8.1,,,0.11,,63.0,4.5
8.6,,,0.17,,24196.0,2.5
7.7,8.0,,0.05,30.0,,2.0
7.7,7.8,,0.03,500.0,,2.0
3.0,5.9,,0.04,30000.0,,2.0
2.2,5.3,,0.01,8000.0,,2.0
6.7,,,0.64,,24196.0,2.5
7.3,,,0.17,,6867.0,2.0
2.8,6.1,,0.01,110.0,,2.0
3.0,5.6,,0.01,17000.0,,2.0
4.8,,,0.1,,24196.0,2.0
1.8,,,0.23,,24196.0,2.0
5.3,6.8,,0.01,24000.0,,44.0
5.2,7.1,,0.03,24000.0,,2.0
3.1,,,0.12,,14136.0,2.0
2.6,,,0.44,,1050.0,2.0
3.3,7.6,118.0,0.16,2.4,,
7.6,7.3,123.0,1.42,0.0,,
9.2,,102.0,,,,
6.5,7.4,112.0,0.32,0.0,,
6.7,6.9,138.0,0.09,,0.0,
6.3,7.6,174.0,1.06,0.0,,
6.8,7.2,187.21,1.82,,0.0,
6.7,7.2,154.0,0.17,,0.0,
6.0,7.2,140.94,3.1,,0.0,
7.6,8.1,145.0,1.4,,0.0,
6.6,7.2,163.21,0.4,2.8,0.0,
5.7,6.9,235.5,0.68,,0.0,4.23
7.6,8.1,145.0,1.4,,0.0,
6.6,7.9,200.0,0.38,2.8,0.0,2.1
5.7,7.5,,0.05,0.22,0.0,14.0
6.5,7.4,122.36,0.27,0.05,,4.3
5.5,7.9,90.6,0.25,,0.0,5.2
6.3,7.6,156.74,0.32,0.15,,4.4
2.8,7.26,254.0,,,,
3.8,7.34,275.0,,,,
4.8,7.31,194.5,,,,
5.2,7.35,221.0,,,,
3.0,7.3,268.0,,,,
4.2,6.89,241.0,,,,
4.7,7.53,249.0,,,,
4.4,7.41,389.0,,,,
3.29,7.09,242.2,,,,
5.59,6.77,152.0,,,,
5.51,8.38,,,,,
34.0,7.65,292.0,,,,
,7.3,214.0,,,,
9.32,7.48,273.0,,,,
,6.68,186.3,,,,
,7.56,200.4,,,,
,6.94,178.5,,,,
,7.0,244.9,,,,
,6.8,234.3,,,,
,7.1,208.3,,,,
1.52,7.34,422.0,,,,
,7.68,388.0,,,,
,7.0,315.2,,,,
,,,,,,
0.0,7.4,455.1,,,,
,6.73,331.7,,,,
,6.5,379.1,,,,
,7.6,254.0,,,,
,7.1,352.5,,,,
3.15,7.45,366.9,,,,
,7.44,407.0,,,,
,,,,,,
,7.52,546.0,,,,
2.92,7.56,495.2,,,,
4.84,7.5,341.7,,,,
4.83,7.04,434.0,,,,
3.85,7.27,517.5,,,,
5.86,7.41,325.6,,,,
7.65,7.18,401.2,,,,
4.3,7.4,559.9,,,,
4.3,7.4,434.9,,,,
5.6,8.5,329.5,,,,
5.54,7.71,,,,,
5.48,,264.1,,,,
6.3,7.71,,,,,
375.0,7.55,,,,,
6.06,7.51,244.0,,,,
6.06,7.51,244.0,,,,
,7.41,372.0,,,,
5.39,7.67,374.2,,,,
6.73,6.65,67.2,,,,
6.0,7.2,167.8,0.87,160000.0,160000.0,7.0
6.2,6.7,192.0,0.52,2200.0,160000.0,10.0
4.6,8.2,204.8,0.94,24000.0,160000.0,7.0
5.2,7.03,191.3,0.7,160000.0,160000.0,6.0
1.6,7.16,214.1,0.78,160000.0,160000.0,21.0
1.2,7.8,257.2,0.78,160000.0,160000.0,84.0
4.8,7.17,172.9,0.29,90000.0,160000.0,23.0
5.2,7.03,,0.7,160000.0,,6.0
1.6,7.16,,0.04,160000.0,,21.0
1.2,7.8,,0.78,160000.0,,84.0
4.8,7.17,,0.29,90000.0,,23.0
5.5,6.96,185.7,0.6,160000.0,160000.0,14.0
5.1,7.09,183.0,0.89,160000.0,160000.0,11.0
5.3,6.49,201.0,1.13,160000.0,160000.0,9.0
4.6,6.81,200.0,0.87,160000.0,160000.0,12.0
5.5,6.96,,0.6,160000.0,,14.0
5.1,7.09,,0.89,160000.0,,11.0
5.3,6.49,,1.13,160000.0,,9.0
4.6,6.81,,0.87,160000.0,,12.0
5.9,7.2,161.0,0.72,160000.0,160000.0,5.0
6.0,7.1,172.0,1.0,160000.0,160000.0,6.0
5.9,7.1,174.0,0.29,160000.0,160000.0,7.0
3.4,6.7,218.0,0.86,90000.0,160000.0,6.0
5.9,7.2,,0.72,160000.0,,5.0
6.0,7.1,,1.0,160000.0,,6.0
5.9,7.1,,0.29,160000.0,,7.0
3.4,6.7,,0.86,90000.0,,6.0
6.1,7.7,156.0,0.55,50000.0,90000.0,5.0
6.0,7.4,171.0,0.44,160000.0,160000.0,6.0
5.9,7.6,210.0,0.17,160000.0,160000.0,12.0
3.6,7.4,222.0,0.34,600.0,1700.0,7.0
6.1,7.7,,0.55,50000.0,,5.0
6.0,7.4,,0.44,160000.0,,6.0
5.9,7.6,,0.17,160000.0,,12.0
3.6,7.4,,0.34,600.0,,7.0
5.6,7.6,,0.63,170.0,,5.0
5.8,6.8,,0.21,160000.0,,9.0
4.6,7.0,,0.1,170.0,,17.0
5.2,7.5,,0.14,160000.0,,10.0
2.8,7.1,,0.09,160000.0,160000.0,13.0
5.0,7.4,201.0,0.45,160000.0,160000.0,7.0
5.7,7.3,179.0,0.65,900.0,1600.0,8.0
3.6,7.3,,,160000.0,160000.0,6.0
5.0,7.4,,0.45,160000.0,,7.0
5.7,7.3,,0.65,900.0,,8.0
2.8,7.1,,0.09,160000.0,,13.0
3.6,7.3,,0.0,160000.0,,6.0
5.2,7.3,165.0,0.37,90000.0,160000.0,4.0
7.5,7.0,,0.89,160000.0,,11.0
7.5,7.0,,0.89,160000.0,,11.0
7.5,7.0,,0.89,160000.0,,11.0
7.5,7.0,,0.89,160000.0,,11.0
4.9,6.6,,0.55,,,5.0
6.0,6.8,,0.38,,,4.0
5.1,6.9,,0.03,,,10.0
2.4,7.3,,0.01,,,12.0
4.9,6.6,,0.55,90000.0,,5.0
6.0,6.8,,0.38,50000.0,,4.0
5.1,6.9,,0.03,90000.0,,10.0
2.4,7.3,,0.01,50000.0,,12.0
5.3,6.3,,0.0,160000.0,,4.1
5.1,7.2,,0.0,90000.0,,2.0
5.9,6.9,,0.0,160000.0,,15.0
4.1,6.8,,0.0,160000.0,,14.0
5.4,7.4,,0.46,700.0,,4.0
6.1,6.8,,0.69,13000.0,,5.4
5.3,6.8,,0.35,160000.0,,6.3
3.7,6.7,,0.05,160000.0,,2.3
7.4,,,0.62,,241960.0,5.6
5.7,,,3.21,,173289.0,5.5
4.0,7.1,,1.16,,24196.0,20.0
8.7,7.8,,2.11,,24196.0,5.8
7.3,7.4,381.0,2.32,,24196.0,
5.9,7.6,379.0,2.9,,24196.0,
7.1,8.0,,1.86,,24196.0,13.0
6.6,7.2,,2.69,,24196.0,21.0
6.5,6.3,,1.17,,24196.0,8.0
6.3,7.0,,3.01,,24196.0,7.0
5.9,6.8,,0.0,50000.0,,4.6
5.5,7.3,,0.0,22000.0,,4.6
5.4,7.0,,0.0,2800.0,,4.6
4.1,6.8,,0.0,5000.0,,2.8
2.8,7.3,,0.49,280.0,,11.0
5.5,6.7,,1.11,2800.0,,2.0
5.1,6.7,,0.3,8000.0,,5.4
3.9,6.8,,0.66,2800.0,,2.1
4.1,,,2.09,,26125.0,5.3
6.3,,,0.95,,241960.0,5.6
6.8,6.9,,2.82,,24195.7,12.0
3.6,7.1,,8.23,,24196.0,8.4
5.7,7.4,,1.61,,24196.0,8.1
5.8,7.2,,2.68,,24196.0,8.5
5.4,6.2,,0.0,50000.0,,3.3
3.6,7.2,,0.0,8000.0,,16.0
2.6,6.8,,0.0,8000.0,,17.0
1.8,6.8,,0.0,35000.0,,30.0
4.9,7.4,,0.13,7000.0,,3.9
5.0,6.7,,0.24,28000.0,,4.5
3.3,6.6,,0.1,28000.0,,6.4
1.5,6.7,,0.04,2300.0,,22.0
5.5,,,1.03,,241960.0,5.4
5.0,,,1.88,,155312.0,5.9
4.6,7.1,,1.59,,24196.0,9.6
9.4,7.7,,2.87,,24196.0,6.6
7.3,7.6,295.0,2.32,,24196.0,
5.9,7.7,327.0,2.68,,24196.0,
7.7,7.9,,3.43,,24196.0,7.6
6.6,7.2,,1.96,,24196.0,11.0
6.7,6.1,,1.04,,24196.0,6.4
6.3,6.9,,2.01,,24196.0,6.2
6.5,6.7,,0.0,22000.0,,2.0
6.2,7.3,,0.0,5000.0,,2.0
7.1,7.1,,0.0,5000.0,,2.8
5.4,6.8,,0.0,7000.0,,2.0
6.0,7.4,,0.25,800.0,,2.0
6.7,6.8,,0.23,280.0,,2.3
7.1,6.8,,0.32,13000.0,,2.0
6.9,6.9,,0.08,13000.0,,2.0
6.4,,,0.71,,24196.0,2.1
6.4,,,1.04,,8164.0,2.2
6.3,6.6,,0.0,90000.0,,2.4
6.6,7.3,,0.0,160000.0,,3.3
7.3,7.0,,0.0,160000.0,,8.6
6.0,6.8,,0.0,28000.0,,4.5
6.1,7.4,,0.29,220.0,,3.0
6.8,6.8,,0.29,17000.0,,2.0
6.3,6.5,,0.44,160000.0,,5.3
5.5,6.5,,0.29,3000.0,,2.0
6.1,,,0.68,,24196.0,2.0
5.2,,,2.18,,241960.0,12.3
2.9,7.22,,1.71,17000.0,,2.0
3.5,7.5,305.0,1.86,8000.0,24000.0,12.0
2.9,,,1.71,17000.0,,1.9
3.5,,305.0,1.86,8000.0,24000.0,12.0
5.5,7.6,201.0,0.38,14000.0,160000.0,2.0
5.4,6.6,245.3,0.95,160000.0,160000.0,2.0
5.2,7.3,271.0,0.47,160000.0,160000.0,10.0
3.7,7.2,275.0,0.75,300.0,1700.0,25.0
5.5,,201.0,0.36,14000.0,160000.0,2.0
5.4,,245.3,0.95,160000.0,160000.0,2.0
5.2,,271.0,0.47,160000.0,160000.0,10.0
3.7,,275.0,0.75,300.0,1700.0,25.0
4.9,7.5,280.0,0.14,90000.0,160000.0,20.0
5.3,7.3,275.0,0.12,3000.0,17000.0,2.0
4.4,6.9,292.0,0.39,5000.0,11000.0,8.0
2.3,6.9,320.0,1.03,5000.0,14000.0,5.0
5.3,,275.0,0.12,3000.0,17000.0,2.0
4.9,,260.0,0.14,90000.0,160000.0,20.0
4.4,,292.0,0.39,5000.0,11000.0,8.0
2.3,,320.0,1.03,5000.0,14000.0,5.0
5.0,7.0,185.0,0.53,22000.0,160000.0,16.0
5.7,7.4,243.2,0.01,5000.0,50000.0,3.0
5.0,6.8,300.1,0.77,8000.0,24000.0,5.0
3.2,8.3,253.2,1.33,8000.0,13000.0,6.0
3.2,,253.2,1.33,8000.0,13000.0,6.0
5.0,,185.0,0.53,22000.0,160000.0,16.0
5.7,7.38,243.2,0.01,5000.0,50000.0,3.0
5.0,7.33,300.1,0.77,8000.0,24000.0,5.0
3.2,7.4,392.2,0.24,160000.0,160000.0,14.0
4.4,7.04,284.0,0.8,8000.0,8000.0,5.0
4.3,7.18,344.0,0.93,13000.0,50000.0,6.0
3.2,7.57,392.2,0.24,160000.0,160000.0,14.0
7.5,7.37,235.0,0.63,8000.0,17000.0,7.0
4.5,7.88,235.0,0.63,8000.0,17000.0,7.0
4.4,7.21,284.6,0.8,8000.0,8000.0,5.0
4.3,7.93,344.0,0.93,13000.0,50000.0,6.0
3.2,7.57,392.2,0.24,160000.0,160000.0,14.0
4.4,7.04,,0.8,8000.0,,5.0
4.3,7.18,,0.93,13000.0,,6.0
3.2,7.4,,0.24,160000.0,,14.0
4.5,7.37,,0.63,8000.0,,7.0
5.0,7.14,230.0,0.76,160000.0,160000.0,13.0
5.0,7.27,246.0,0.9,17000.0,17000.0,6.0
7.8,6.78,295.0,1.49,17000.0,30000.0,6.0
3.7,7.08,283.0,0.79,9000.0,28000.0,7.0
3.7,7.38,283.0,0.79,9000.0,28000.0,7.0
4.8,7.59,295.0,1.49,17000.0,30000.0,6.0
5.0,7.59,230.0,0.76,160000.0,160000.0,13.0
5.0,7.5,246.0,0.9,17000.0,17000.0,6.0
5.0,7.14,,0.76,0.0,,13.0
5.0,7.27,,0.9,17000.0,,6.0
4.8,6.78,,1.49,17000.0,,6.0
3.7,7.08,,0.79,9000.0,,7.0
5.7,7.3,209.0,0.04,24000.0,50000.0,4.0
5.2,7.4,233.0,0.93,30000.0,50000.0,4.0
4.4,7.1,280.0,0.9,8000.0,8000.0,5.0
3.7,7.0,300.0,1.65,3000.0,5000.0,2.0
5.7,7.3,,0.64,24000.0,,4.0
5.2,7.4,,0.93,30000.0,,4.0
4.4,7.1,,0.9,8000.0,,5.0
3.7,7.0,,1.65,3000.0,,2.0
5.2,7.6,180.0,0.53,160000.0,160000.0,4.0
5.3,7.5,220.0,0.63,5000.0,17000.0,6.0
5.5,7.7,256.0,0.41,24000.0,30000.0,5.0
4.9,7.6,262.0,1.04,1700.0,8000.0,4.0
5.2,7.6,,0.53,160000.0,,4.0
5.3,7.5,,0.63,5000.0,,6.0
5.5,7.7,,0.41,24000.0,,5.0
4.9,7.6,,1.04,1700.0,,4.0
5.5,7.6,,0.78,17000.0,,4.0
5.5,6.9,,0.72,13000.0,,9.0
5.3,7.2,,1.13,463.0,,13.0
4.5,7.4,,0.6,2200.0,,3.0
4.3,7.6,,1.13,5000.0,,6.0
4.7,7.4,,1.06,50000.0,,6.0
4.8,7.3,,0.75,5000.0,,5.0
3.8,7.4,,0.44,8000.0,,8.0
7.5,7.0,,0.89,160000.0,,11.0
7.5,7.0,,0.89,160000.0,,11.0
7.5,7.0,,0.89,160000.0,,11.0
7.5,7.0,,0.89,160000.0,,11.0
4.0,6.7,,0.42,,,5.0
5.2,7.2,,0.74,,,4.0
4.6,7.1,,1.15,,,6.0
4.3,7.1,,0.37,,,6.0
4.0,6.7,,0.42,13000.0,,5.0
5.2,7.2,,0.74,8000.0,,4.0
4.6,7.1,,1.15,11000.0,,6.0
4.3,7.1,,0.37,11000.0,,6.0
5.6,6.7,,0.0,90000.0,,4.1
4.9,7.3,,0.0,24000.0,,11.0
4.8,6.9,,0.0,2800.0,,5.1
3.9,6.8,,0.0,11000.0,,5.2
3.1,7.4,,0.6,110.0,,9.2
5.0,6.7,,1.44,280.0,,5.4
4.3,6.7,,0.62,2800.0,,4.8
3.7,6.7,,0.86,160000.0,,2.2
6.1,,,0.88,,24196.0,4.2
5.2,,,2.23,,198629.0,5.0
5.5,7.6,,0.56,,24196.0,9.6
4.0,6.8,,2.73,,24196.0,14.0
6.1,7.4,399.0,2.64,,24196.0,
5.1,7.7,425.0,2.96,,24196.0,
5.7,7.9,,2.08,,24196.0,10.0
4.8,7.1,,2.03,,24196.0,13.0
6.4,6.2,,1.23,,24196.0,8.4
5.4,6.8,,2.86,,24196.0,7.1
1.0,7.09,,0.32,9999.0,,9.0
0.5,7.2,318.0,0.02,160000.0,160000.0,36.0
1.0,,,0.32,500000.0,,9.4
0.5,,318.0,0.02,160000.0,160000.0,36.0
3.2,7.2,165.0,0.26,160000.0,160000.0,9.0
1.0,6.3,254.9,0.04,160000.0,160000.0,17.0
1.2,7.1,314.0,0.02,160000.0,160000.0,47.0
0.6,7.2,350.0,0.02,1400.0,9999.0,186.0
1.0,,254.9,0.04,160000.0,160000.0,17.0
1.2,,314.0,0.02,160000.0,160000.0,47.0
0.6,,350.0,0.02,1400.0,2200.0,186.0
3.2,,165.0,0.26,160000.0,160000.0,9.0
1.6,7.3,274.0,0.14,8000.0,50000.0,7.0
1.0,7.1,297.0,0.01,1700.0,5000.0,32.0
1.0,6.9,347.0,0.02,160000.0,160000.0,68.0
0.6,6.9,357.0,0.09,2800.0,2800.0,45.0
1.6,,274.0,0.14,8000.0,50000.0,7.0
1.0,,297.0,0.01,1700.0,5000.0,32.0
1.0,,347.0,0.02,160000.0,160000.0,68.0
0.6,,357.0,0.09,2800.0,2800.0,45.0
3.4,6.9,181.5,0.21,160000.0,160000.0,12.0
0.8,7.2,265.2,0.17,160000.0,160000.0,35.0
0.3,6.7,329.0,0.08,160000.0,160000.0,42.0
1.4,8.0,228.6,0.071,50.0,500.0,11.0
0.3,7.02,329.0,0.08,160000.0,160000.0,42.0
1.4,,228.6,0.47,50.0,500.0,11.0
3.4,,181.5,0.21,160000.0,160000.0,12.0
0.8,7.01,265.2,0.17,160000.0,160000.0,35.0
0.5,7.36,244.7,0.01,50.0,170.0,41.0
0.5,7.54,244.7,0.01,50.0,170.0,41.0
0.5,7.24,319.0,0.15,160000.0,160000.0,97.0
1.5,7.16,252.0,0.14,160000.0,160000.0,20.0
1.7,6.99,231.2,0.08,17000.0,17000.0,12.0
